iter	RMSE
777	0.63946294
778	0.6394270305
779	0.6393856026
780	0.6393596563
781	0.6393307434
782	0.6392893896
783	0.639258125
784	0.6392266548
785	0.6391748868
786	0.6391457898
787	0.6391163788
788	0.6390847079
789	0.6390411125
790	0.6389995538
791	0.6389834484
792	0.6389528187
793	0.6388979684
794	0.6388564793
795	0.6388323752
796	0.63880361
797	0.6387632644
798	0.6387249254
799	0.6386878798
800	0.6386524936
801	0.6386137351
802	0.6385886729
803	0.638562231
804	0.6385238592
805	0.638498166
806	0.6384748518
807	0.6384474427
808	0.6383894805
809	0.6383762149
810	0.6383501299
811	0.6383292385
812	0.6382942274
813	0.6382545238
814	0.6382254745
815	0.638193651
816	0.6381754285
817	0.6381543742
818	0.6381313641
819	0.6381030987
820	0.6380759032
821	0.6380329398
822	0.6380182071
823	0.6380111371
824	0.6379871593
825	0.6379556285
826	0.6379203027
827	0.6378818079
828	0.6378486718
829	0.6378168331
830	0.6377813617
831	0.6377608025
832	0.6377372286
833	0.6376967915
834	0.6376804061
835	0.6376534432
836	0.6376294437
837	0.637605736
838	0.6375748845
839	0.6375442364
840	0.6375080298
841	0.6374769343
842	0.637426063
843	0.6373869147
844	0.6373673617
845	0.6373356524
846	0.6373029117
847	0.6372739348
848	0.6372318349
849	0.6371932677
850	0.6371584849
851	0.6371059221
852	0.6370711501
853	0.6370459729
854	0.6370095135
855	0.6369763535
856	0.6369574767
857	0.6369364396
858	0.636923036
859	0.6368903451
860	0.6368727145
861	0.6368577028
862	0.6368225528
863	0.6367808782
864	0.6367555743
865	0.636714774
866	0.6366891421
867	0.6366611526
868	0.6366475565
869	0.6366140858
870	0.6365768053
871	0.6365692156
872	0.6365538882
873	0.6365348892
874	0.6365070991
875	0.6364901776
876	0.6364644031
877	0.6364546848
878	0.6364311932
879	0.6363939609
880	0.6363436137
881	0.6363154431
882	0.6362892329
883	0.6362598952
884	0.6362246881
885	0.6361726004
886	0.6361467138
887	0.6361102539
888	0.6360744163
889	0.6360610964
890	0.6360330806
891	0.6359926663
892	0.6359765264
893	0.635933355
894	0.6359154038
895	0.6358678639
896	0.6358362862
897	0.6358009613
898	0.6357725513
899	0.6357452314
900	0.6357084719
901	0.6356798203
902	0.635657864
903	0.6356390905
904	0.6355962269
905	0.6355598534
906	0.6355350183
907	0.6355002473
908	0.6354622505
909	0.6354364408
910	0.635416466
911	0.6353883657
912	0.6353600707
913	0.6353295434
914	0.6353152279
915	0.6352865594
916	0.6352649189
917	0.635241793
918	0.6352117349
919	0.6351788637
920	0.6351557349
921	0.6351293777
922	0.6351132337
923	0.6350798001
924	0.635053681
925	0.6350349835
926	0.6350155284
927	0.6349875885
928	0.6349588058
929	0.6349457165
930	0.6349031831
931	0.634880468
932	0.6348413449
933	0.6348057296
934	0.6347870662
935	0.6347441621
936	0.6347155319
937	0.6346944269
938	0.6346557263
939	0.6346420816
940	0.6346291101
941	0.6346080856
942	0.6345792629
943	0.6345602828
944	0.6345330422
945	0.6345013388
946	0.6344695119
947	0.6344396058
948	0.6343869709
949	0.6343650767
950	0.6343337178
951	0.6343034481
952	0.634275271
953	0.6342324174
954	0.6342104691
955	0.6341864412
956	0.6341623998
957	0.6341364988
958	0.6341076673
959	0.6340680243
960	0.6340304803
961	0.6339853527
962	0.6339761702
963	0.6339347743
964	0.6339040661
965	0.6338698694
966	0.6338375476
967	0.6338084469
968	0.6337706705
969	0.6337467533
970	0.6337157421
971	0.6336970477
972	0.6336689827
973	0.6336517189
974	0.6336230431
975	0.6335991208
976	0.6335648037
977	0.6335447602
978	0.6335235469
979	0.6334860397
980	0.6334631174
981	0.6334299953
982	0.6334007445
983	0.6333683711
984	0.6333487193
985	0.6333231639
986	0.6333064081
987	0.6332875741
988	0.6332535768
989	0.63323383
990	0.6332157131
991	0.6331942975
992	0.6331657921
993	0.633125521
994	0.6330882206
995	0.6330719804
996	0.633037423
997	0.6330039473
998	0.6329706065
999	0.6329440536
